shipment_id,order_id,carrier_name,warehouse_id,shipment_date,estimated_delivery_date,actual_delivery_date,shipping_mode,shipment_cost,delay_reason
SHIP-000445,ORD-000355,,WH-49,Jul 22 2025,2025/07/28,2025-07-27,Ocean,21.23,Carrier Capacity Shortage
SHIP-000446,ORD-000622,FEDEX,Warehouse 3,26-May-2025,2025/05/29,2025-05-29,Air,50.25,
SHIP-000447,ORD-000208,FEDEX,WH-55,05-Nov-2025,07-Nov-2025,2025-11-06,Express,56.75,
SHIP-000448,ORD-001428,Blue Dart,WH-09,2025/10/30,2025-10-31,30-Oct-2025,Air,64.08,Port Congestion
SHIP-000449,ORD-001073,FEDEX,wh-13,2026/05/18,24-May-2026,24-May-2026,Express,49.46,
SHIP-000450,ORD-001337,DHL,WH-50,23-May-2026,May 25 2026,May 26 2026,Express,47.03,Customs Clearance Delay
SHIP-000451,ORD-001760,U.P.S.,WH-25,2026-04-28,03-May-2026,02-May-2026,Air,53.7,Documentation Error
SHIP-000452,ORD-000417,,WH-15,2025/07/21,Jul 22 2025,,Express,50.15,Documentation Error
SHIP-000453,ORD-000505,maersk,Warehouse 5,Feb 03 2026,07-Feb-2026,05-Feb-2026,Ocean,25.31,Customs Clearance Delay
SHIP-000454,ORD-001324,ups,WH-50,2025-03-07,2025/03/11,10-Mar-2025,Air,53.3,
SHIP-000455,ORD-001088,MAERSK,WH-23,2025-11-24,2025/11/27,Nov 26 2025,Ocean,15.45,Labor Shortage
SHIP-000456,ORD-000870,Fed Ex,WH-07,2026/04/30,May 04 2026,,Air,76.06,Carrier Capacity Shortage
SHIP-000457,ORD-000362,BlueDart,wh29,2025-09-05,Sep 12 2025,2025/09/11,Ground,35.95,Incorrect Address
SHIP-000458,ORD-001063,fedex,wh-29,2026/01/29,03-Feb-2026,2026/02/01,Express,55.1,Port Congestion
SHIP-000459,ORD-000443,bluedart,Warehouse 14,Jun 20 2025,2025-06-24,2025/06/23,Air,49.9,
SHIP-000460,ORD-001634,Maersk Line,WH-06,05-Apr-2025,Apr 05 2025,Apr 13 2025,Ocean,28.25,Weather Disruption
SHIP-000461,ORD-000250,,Warehouse 52,Jan 04 2026,11-Jan-2026,2026-01-09,Express,49.71,
SHIP-000462,ORD-000475,Maersk Line,Warehouse 34,2025-09-21,2025-09-22,Sep 22 2025,Ocean,22.78,Warehouse Processing Backlog
SHIP-000463,ORD-000025,DHL,WH-33,Jan 06 2026,Jan 07 2026,07-Jan-2026,Air,47.98,Weather Disruption
SHIP-000464,ORD-000111,USPS,WH-37,2025-03-01,05-Mar-2025,10-Mar-2025,Ground,36.36,Labor Shortage
SHIP-000465,ORD-000862,ARAMEX,Warehouse 44,2025-06-30,2025-07-01,,Ground,16.96,Supplier Stock Shortage
SHIP-000466,ORD-001659,aramex,WH-31,2025/09/10,2025-09-14,Sep 13 2025,Ground,26.39,
SHIP-000467,ORD-000464,ups,WH-11,11-Oct-2025,2025-10-13,2025-10-14,Air,42.69,Labor Shortage
SHIP-000468,ORD-001381,ups,WH-31,2025/09/07,Sep 12 2025,2025/09/10,Ground,27.9,
SHIP-000469,ORD-000349,DHL Express,WH-19,2026-03-11,2026/03/16,,Air,48.93,
SHIP-000470,ORD-000554,fedex,WH-46,2025-11-19,2025/11/23,24-Nov-2025,Express,56.65,Customs Clearance Delay
SHIP-000471,ORD-000404,dhl express,WH-39,2026-02-23,Feb 27 2026,Mar 05 2026,Express,61.84,Port Congestion
SHIP-000472,ORD-000952,,WH-28,27-Mar-2025,2025-04-02,01-Apr-2025,Air,52.68,Port Congestion
SHIP-000473,ORD-000363,USPS,WH-59,2025/04/27,2025-04-30,2025-05-01,Ground,20.93,Incorrect Address
SHIP-000474,ORD-001171,DHL Express,WH-32,2025-02-19,Feb 24 2025,2025-02-25,Express,47.35,Carrier Capacity Shortage
SHIP-000475,ORD-001282,Fed Ex,WH-22,Feb 23 2026,Mar 02 2026,2026/03/01,Express,48.23,
SHIP-000476,ORD-000502,,WH-20,Apr 06 2026,2026-04-11,2026/04/09,Express,52.13,
SHIP-000477,ORD-001823,UPS,WH-54,Mar 05 2026,12-Mar-2026,2026/03/10,Air,49.79,Vehicle Breakdown
SHIP-000478,ORD-001089,ups,WH-52,Sep 10 2025,2025-09-13,2025/09/12,Air,48.34,
SHIP-000479,ORD-000178,Aramex,WH-53,2025/11/03,2025-11-07,2025-11-07,Express,57.02,Incorrect Address
SHIP-000480,ORD-000442,DHL Express,WH-29,2026-02-28,Mar 01 2026,2026/03/02,Express,64.64,Vehicle Breakdown
SHIP-000481,ORD-001778,BlueDart,WH-56,2025-05-24,28-May-2025,Jun 02 2025,Air,45.37,Weather Disruption
SHIP-000482,ORD-000948,DHL Express,WH-38,31-Jul-2025,2025-08-01,2025-08-01,Air,54.22,Documentation Error
SHIP-000483,ORD-000732,BlueDart,wh-27,Nov 23 2025,2025-11-30,,Air,49.53,
SHIP-000484,ORD-001606,U.P.S.,WH-58,2026-04-21,Apr 23 2026,2026-04-23,Ground,34.72,Documentation Error
SHIP-000485,ORD-000692,dhl express,WH-20,2026/01/07,2026-01-10,09-Jan-2026,Express,57.28,Vehicle Breakdown
SHIP-000486,ORD-001129,,WH-23,2026-03-07,09-Mar-2026,Mar 10 2026,Ground,38.57,Weather Disruption
SHIP-000487,ORD-000253,UPS,wh46,Jul 03 2025,2025-07-08,13-Jul-2025,Ground,29.42,Documentation Error
SHIP-000488,ORD-001672,UPS,WH-53,Aug 01 2025,05-Aug-2025,2025/08/04,Ground,32.41,
SHIP-000489,ORD-000415,FEDEX,wh43,2026-02-11,2026/02/12,,Air,45.18,Documentation Error
SHIP-000490,ORD-000047,U.P.S.,WH-18,May 09 2025,2025-05-15,2025-05-15,Ground,34.48,
SHIP-000491,ORD-001622,bluedart,wh-13,2025-10-16,2025/10/21,,Air,62.8,
SHIP-000492,ORD-000658,Blue Dart,wh11,2025-10-10,Oct 11 2025,Oct 11 2025,Ground,28.43,Port Congestion
SHIP-000493,ORD-000194,BlueDart,WH-30,May 16 2026,19-May-2026,19-May-2026,Air,47.03,
SHIP-000494,ORD-000393,dhl express,wh-33,Oct 17 2025,2025/10/17,Oct 18 2025,Express,63.73,Documentation Error
SHIP-000495,ORD-001377,usps,wh-34,Jul 12 2025,13-Jul-2025,13-Jul-2025,Ground,30.12,Carrier Capacity Shortage
SHIP-000496,ORD-001400,BlueDart,wh-13,Apr 11 2026,2026-04-16,,Ground,42.84,Carrier Capacity Shortage
SHIP-000497,ORD-000733,DHL,WH-42,Jun 14 2025,18-Jun-2025,2025/06/20,Express,59.15,Labor Shortage
SHIP-000498,ORD-001335,aramex,Warehouse 10,2025-03-27,Mar 28 2025,2025/03/29,Express,55.05,Vehicle Breakdown
SHIP-000499,ORD-000884,xpo logistics,wh59,Jan 06 2025,2025/01/07,14-Jan-2025,Ground,25.43,Supplier Stock Shortage
SHIP-000500,ORD-000446,USPS,WH-02,2025-02-06,Feb 10 2025,2025-02-09,Ground,20.3,
SHIP-000501,ORD-001006,dhl express,Warehouse 42,2026/03/21,26-Mar-2026,2026-03-24,Air,46.87,
SHIP-000502,ORD-000027,MAERSK,wh57,2025/05/15,2025-05-20,2025/05/19,Ocean,11.8,Carrier Capacity Shortage
SHIP-000503,ORD-000833,Aramex,wh31,2025/05/18,2025-05-22,May 23 2025,Express,54.81,Warehouse Processing Backlog
SHIP-000504,ORD-000954,FedEx,wh46,2026/04/26,Apr 28 2026,,Ground,32.96,
SHIP-000505,ORD-000452,XPO Logistics,wh57,26-Mar-2026,Mar 29 2026,2026-03-28,Ground,44.47,
SHIP-000506,ORD-001224,FEDEX,WH-05,2025-01-03,02-Jan-2025,03-Jan-2025,Ground,22.57,Customs Clearance Delay
SHIP-000507,ORD-000465,Fed Ex,WH-24,Apr 03 2025,2025/04/05,Apr 04 2025,Ground,29.05,
SHIP-000508,ORD-001298,,WH-41,06-Apr-2026,Apr 12 2026,2026-04-13,Air,48.04,Supplier Stock Shortage
SHIP-000509,ORD-001432,usps,WH-46,26-Jan-2025,Jan 30 2025,,Ground,22.46,Port Congestion
SHIP-000510,ORD-000818,U.S.P.S.,WH-35,2025/10/20,2025-10-19,Oct 21 2025,Ground,19.31,Customs Clearance Delay
SHIP-000511,ORD-000573,DHL Express,wh-54,16-May-2026,2026/05/17,2026/05/17,Express,68.49,Warehouse Processing Backlog
SHIP-000512,ORD-000459,DHL Express,WH-05,28-Apr-2026,Apr 28 2026,Apr 29 2026,Express,48.57,Labor Shortage
SHIP-000513,ORD-001272,fedex,WH-18,08-Oct-2025,Oct 11 2025,2025-10-09,Air,51.61,
SHIP-000514,ORD-001368,ARAMEX,WH-18,28-Dec-2025,Dec 28 2025,29-Dec-2025,Ground,18.22,Vehicle Breakdown
SHIP-000515,ORD-000621,Aramex,wh14,Apr 17 2026,Apr 21 2026,Apr 21 2026,Express,52.53,Port Congestion
SHIP-000516,ORD-000370,ups,wh60,01-Jun-2026,01-Jun-2026,Jun 03 2026,Ground,36.8,Weather Disruption
SHIP-000517,ORD-000485,Blue Dart,WH-39,2025-01-18,2025/01/20,2025/01/21,Ground,19.19,Supplier Stock Shortage
SHIP-000518,ORD-001017,DHL,Warehouse 5,2025-10-05,09-Oct-2025,10-Oct-2025,Express,57.87,Weather Disruption
SHIP-000519,ORD-001098,maersk,wh51,Jan 15 2025,2025-01-18,Jan 20 2025,Ocean,29.52,Labor Shortage
SHIP-000520,ORD-000308,dhl,WH-13,19-Jan-2026,Jan 26 2026,25-Jan-2026,Air,51.36,Vehicle Breakdown
SHIP-000521,ORD-000286,XPO Logistics,Warehouse 13,Jul 25 2025,2025/07/31,2025/07/30,Rail,24.72,
SHIP-000522,ORD-001586,maersk,wh-41,2025/04/29,2025-04-30,29-Apr-2025,Ocean,22.25,Supplier Stock Shortage
SHIP-000523,ORD-001822,Maersk Line,WH-49,2026-04-13,Apr 15 2026,14-Apr-2026,Ocean,13.22,Port Congestion
SHIP-000524,ORD-000729,,WH-17,Apr 11 2026,2026/04/15,2026-04-14,Air,56.19,Carrier Capacity Shortage
SHIP-000525,ORD-001685,Maersk Line,wh40,Apr 22 2025,2025-04-27,2025-04-26,Ocean,29.2,Carrier Capacity Shortage
SHIP-000526,ORD-000644,XPO Logistics,WH-18,2025-01-15,2025/01/22,2025/01/21,Rail,23.4,
SHIP-000527,ORD-000798,Aramex,WH-57,2026-05-01,2026/05/03,2026/05/01,Express,56.24,Customs Clearance Delay
SHIP-000528,ORD-000541,XPO,Warehouse 49,2026-03-16,2026-03-21,2026-04-04,Ground,18.06,Customs Clearance Delay
SHIP-000529,ORD-000098,Maersk Line,wh57,2025-02-08,2025/02/11,2025/02/10,Ocean,15.42,
SHIP-000530,ORD-001178,FedEx,WH-17,Feb 14 2025,Feb 15 2025,2025-02-16,Ground,27.08,Carrier Capacity Shortage
SHIP-000531,ORD-000636,bluedart,WH-07,Feb 24 2025,2025/03/02,Feb 28 2025,Ground,16.96,
SHIP-000532,ORD-000140,dhl express,WH-35,2025-10-23,23-Oct-2025,2025/10/24,Express,51.01,Carrier Capacity Shortage
SHIP-000533,ORD-000872,Blue Dart,WH-08,Mar 29 2025,06-Apr-2025,Apr 04 2025,Ground,22.66,Customs Clearance Delay
SHIP-000534,ORD-000839,aramex,WH-52,Nov 26 2025,30-Nov-2025,2025-11-30,Ground,18.79,Labor Shortage
SHIP-000535,ORD-001413,,wh-41,2025/12/04,Dec 07 2025,2025-12-07,Ground,20.13,
SHIP-000536,ORD-001780,XPO Logistics,WH-09,2026-03-04,Mar 10 2026,2026/03/07,Rail,24.69,Weather Disruption
SHIP-000537,ORD-000641,DHL,WH-09,2025/02/03,Feb 07 2025,06-Feb-2025,Air,47.94,
SHIP-000538,ORD-000129,,wh13,2025/08/12,2025-08-14,Aug 14 2025,Ground,29.81,Port Congestion
SHIP-000539,ORD-001665,Blue Dart,Warehouse 11,2025/05/12,16-May-2025,,Ground,22.39,Vehicle Breakdown
SHIP-000540,ORD-001074,bluedart,Warehouse 44,12-Jul-2025,Jul 14 2025,Jul 13 2025,Air,47.86,Warehouse Processing Backlog
SHIP-000541,ORD-001698,U.P.S.,WH-44,2026/02/22,2026/02/27,26-Feb-2026,Air,50.23,Customs Clearance Delay
SHIP-000542,ORD-000971,,Warehouse 34,2025-01-09,2025-01-12,11-Jan-2025,Express,51.36,Vehicle Breakdown
SHIP-000543,ORD-000265,bluedart,WH-22,2026-05-11,2026/05/13,2026/05/15,Air,52.17,Port Congestion
SHIP-000544,ORD-000841,aramex,wh35,2025-06-24,26-Jun-2025,2025-06-26,Express,50.35,
SHIP-000545,ORD-001621,FedEx,wh-39,2026-05-24,23-May-2026,May 29 2026,Ground,20.83,Vehicle Breakdown
SHIP-000546,ORD-001466,usps,Warehouse 29,2025-10-09,Oct 11 2025,2025-10-10,Ground,21.64,Incorrect Address
SHIP-000547,ORD-000499,ups,Warehouse 11,27-Dec-2025,30-Dec-2025,2026-01-03,Air,45.12,Supplier Stock Shortage
SHIP-000548,ORD-001229,bluedart,wh26,2026-02-02,Feb 03 2026,2026-02-04,Air,49.01,Warehouse Processing Backlog
SHIP-000549,ORD-001532,U.P.S.,WH-24,09-Mar-2026,Mar 16 2026,,Air,45.13,Weather Disruption
SHIP-000550,ORD-000766,dhl express,Warehouse 21,2026/03/24,2026-03-30,Mar 28 2026,Express,54.41,Labor Shortage
SHIP-000551,ORD-000433,U.S.P.S.,wh36,2026-03-19,2026/03/25,2026-03-27,Ground,33.48,Documentation Error
SHIP-000552,ORD-001071,maersk,Warehouse 18,2025/07/29,2025-07-31,2025-08-07,Ocean,29.44,Supplier Stock Shortage
SHIP-000553,ORD-000665,U.S.P.S.,wh16,2025/05/01,2025-05-01,2025-05-01,Ground,14.63,Carrier Capacity Shortage
SHIP-000554,ORD-000069,UPS,Warehouse 52,22-Feb-2026,23-Feb-2026,,Ground,27.69,Vehicle Breakdown
SHIP-000555,ORD-001585,,Warehouse 17,2025/01/11,2025/01/15,2025-01-14,Ground,16.45,Documentation Error
SHIP-000556,ORD-000921,aramex,WH-07,Feb 09 2026,2026-02-11,12-Feb-2026,Ground,28.23,Port Congestion
SHIP-000557,ORD-000339,USPS,wh-34,19-Jan-2026,2026/01/23,2026/01/23,Ground,31.73,Carrier Capacity Shortage
SHIP-000558,ORD-000926,FedEx,WH-46,May 20 2025,2025-05-24,2025-05-29,Air,45.89,Supplier Stock Shortage
SHIP-000559,ORD-000384,DHL,WH-26,19-Aug-2025,2025/08/23,2025-08-26,Air,58.74,Supplier Stock Shortage
SHIP-000560,ORD-000780,dhl,WH-54,Jan 14 2026,2026-01-15,,Air,44.49,Supplier Stock Shortage
SHIP-000561,ORD-000056,,Warehouse 8,Sep 26 2025,Oct 03 2025,Oct 02 2025,Air,56.92,Warehouse Processing Backlog
SHIP-000562,ORD-001232,usps,Warehouse 33,Jun 02 2026,Jun 02 2026,,Ground,31.47,Customs Clearance Delay
SHIP-000563,ORD-000871,dhl,wh34,02-Sep-2025,Sep 07 2025,06-Sep-2025,Air,41.88,Weather Disruption
SHIP-000564,ORD-001554,UPS,wh44,2025-12-30,2025/12/31,2025-12-30,Ground,22.31,
SHIP-000565,ORD-000171,,wh20,2025-12-18,2025-12-23,Dec 22 2025,Ground,17.4,
SHIP-000566,ORD-001460,Maersk Line,Warehouse 51,25-Jun-2025,2025/07/03,2025/07/02,Ocean,13.88,Supplier Stock Shortage
SHIP-000567,ORD-000801,,wh52,15-Jun-2025,2025-06-19,19-Jun-2025,Ground,35.12,
SHIP-000568,ORD-000327,Aramex,WH-07,2026-03-05,Mar 09 2026,2026-03-10,Ground,28.18,Port Congestion
SHIP-000569,ORD-000504,Blue Dart,Warehouse 11,2025/03/04,07-Mar-2025,2025/03/11,Air,45.08,
SHIP-000570,ORD-000842,bluedart,Warehouse 4,2025-12-01,01-Dec-2025,2025/12/05,Ground,16.57,Customs Clearance Delay
SHIP-000571,ORD-000410,ups,wh25,2025/01/06,13-Jan-2025,2025-01-12,Ground,17.27,
SHIP-000572,ORD-000298,usps,WH-38,Jul 15 2025,2025/07/18,Jul 19 2025,Ground,23.5,Weather Disruption
SHIP-000573,ORD-000740,Aramex,WH-48,2026-02-04,2026-02-10,2026-02-13,Express,66.74,Incorrect Address
SHIP-000574,ORD-000689,MAERSK,WH-35,Dec 28 2025,Jan 02 2026,2026/01/03,Ocean,25.35,Carrier Capacity Shortage
SHIP-000575,ORD-000993,UPS,WH-53,2025-08-04,Aug 12 2025,2025-08-11,Ground,23.72,Warehouse Processing Backlog
SHIP-000576,ORD-001733,xpo logistics,WH-50,2026/02/09,Feb 11 2026,Feb 11 2026,Rail,20.74,
SHIP-000577,ORD-001649,fedex,WH-39,2026/05/29,May 31 2026,,Air,50.34,
SHIP-000578,ORD-001850,USPS,Warehouse 59,2026/03/07,10-Mar-2026,2026/03/11,Ground,33.64,Customs Clearance Delay
SHIP-000579,ORD-001555,XPO,wh28,2025/05/18,May 23 2025,23-May-2025,Ground,19.59,
SHIP-000580,ORD-001419,maersk,wh-26,Aug 13 2025,Aug 15 2025,Aug 14 2025,Ocean,21.21,
SHIP-000581,ORD-001809,DHL Express,WH-20,Oct 30 2025,31-Oct-2025,,Express,49.7,
SHIP-000582,ORD-000596,MAERSK,WH-16,2026-03-28,Apr 03 2026,2026-04-02,Ocean,20.66,Weather Disruption
SHIP-000583,ORD-000532,Maersk Line,WH-36,Jan 25 2026,2026-01-26,2026-01-26,Ocean,18.65,Supplier Stock Shortage
SHIP-000584,ORD-000408,aramex,wh48,May 23 2025,2025/05/29,2025-05-28,Express,48.5,Customs Clearance Delay
SHIP-000585,ORD-000200,dhl,WH-26,2025-11-10,Nov 17 2025,2025-11-19,Express,57.34,Incorrect Address
SHIP-000586,ORD-000474,dhl express,WH-12,2025-02-04,Feb 05 2025,2025/02/04,Air,45.66,
SHIP-000587,ORD-000667,FEDEX,wh20,May 06 2025,May 11 2025,13-May-2025,Express,53.29,Weather Disruption
SHIP-000588,ORD-000217,bluedart,WH-34,2025/09/24,24-Sep-2025,24-Sep-2025,Air,44.0,Vehicle Breakdown
SHIP-000589,ORD-000254,DHL,WH-50,2025-04-26,2025/05/01,2025-04-30,Air,49.49,Supplier Stock Shortage
SHIP-000590,ORD-000153,ARAMEX,WH-10,2026/01/25,Jan 28 2026,2026-01-27,Express,56.03,Vehicle Breakdown
SHIP-000591,ORD-001680,dhl,wh50,Feb 22 2026,2026-02-21,2026-02-22,Air,53.89,
SHIP-000592,ORD-000778,DHL,WH-11,2026/02/04,Feb 10 2026,2026-02-08,Air,51.14,Customs Clearance Delay
SHIP-000593,ORD-001163,Aramex,wh-51,30-Jul-2025,2025-08-07,Aug 07 2025,Express,51.04,Port Congestion
SHIP-000594,ORD-001334,DHL Express,wh37,Jan 27 2025,2025/01/29,2025-01-29,Air,54.37,Port Congestion
SHIP-000595,ORD-000597,ups,WH-49,2025-05-01,01-May-2025,May 02 2025,Air,56.65,Documentation Error
SHIP-000596,ORD-001488,U.S.P.S.,WH-33,May 06 2025,06-May-2025,2025/05/07,Ground,20.59,Supplier Stock Shortage
SHIP-000597,ORD-001147,dhl express,wh11,2026-03-24,2026-03-27,Apr 04 2026,Air,46.67,Labor Shortage
SHIP-000598,ORD-000531,Fed Ex,Warehouse 8,2026/04/08,2026/04/11,2026-04-09,Ground,21.54,
SHIP-000599,ORD-001201,Aramex,WH-01,Dec 30 2025,Jan 01 2026,01-Jan-2026,Express,55.75,Supplier Stock Shortage
SHIP-000600,ORD-001160,U.P.S.,Warehouse 15,2025/03/28,2025-04-02,2025/04/02,Air,44.24,
SHIP-000601,ORD-000241,dhl,WH-08,Feb 15 2025,2025-02-21,20-Feb-2025,Air,53.71,Port Congestion
SHIP-000602,ORD-000849,bluedart,WH-01,23-Apr-2026,2026-04-27,02-May-2026,Air,43.36,Weather Disruption
SHIP-000603,ORD-000836,FedEx,wh-37,2025-11-15,2025-11-18,16-Nov-2025,Ground,22.19,Warehouse Processing Backlog
SHIP-000604,ORD-000188,usps,WH-52,27-Dec-2025,Jan 01 2026,2026-01-01,Ground,26.88,Supplier Stock Shortage
SHIP-000605,ORD-000247,dhl,WH-02,16-Oct-2025,2025/10/17,16-Oct-2025,Air,48.75,Incorrect Address
SHIP-000606,ORD-001289,DHL,WH-45,2025/09/04,2025-09-07,Sep 09 2025,Air,49.08,Weather Disruption
SHIP-000607,ORD-000896,U.P.S.,wh-18,15-Feb-2026,2026-02-18,Feb 17 2026,Ground,18.96,
SHIP-000608,ORD-000756,Blue Dart,wh46,2026-03-24,2026-03-29,27-Mar-2026,Ground,23.7,Vehicle Breakdown
SHIP-000609,ORD-000303,FEDEX,wh38,Mar 14 2025,2025/03/19,17-Mar-2025,Air,56.19,
SHIP-000610,ORD-000284,bluedart,WH-29,Aug 05 2025,2025-08-13,2025-08-13,Air,53.25,
SHIP-000611,ORD-001095,UPS,WH-05,06-May-2026,2026/05/11,,Air,46.76,Weather Disruption
SHIP-000612,ORD-000506,DHL Express,WH-19,Feb 01 2026,2026-02-03,2026-02-07,Air,48.64,Customs Clearance Delay
SHIP-000613,ORD-001773,ARAMEX,wh05,2026-01-22,24-Jan-2026,24-Jan-2026,Express,56.87,Incorrect Address
SHIP-000614,ORD-000913,Maersk Line,wh-59,2026-02-02,2026/02/05,2026/02/09,Ocean,29.89,Supplier Stock Shortage
SHIP-000615,ORD-001630,DHL Express,wh52,2025/04/21,23-Apr-2025,,Air,45.9,Customs Clearance Delay
SHIP-000616,ORD-001168,aramex,Warehouse 14,24-Apr-2026,26-Apr-2026,May 02 2026,Ground,29.12,Supplier Stock Shortage
SHIP-000617,ORD-000936,UPS,WH-26,Nov 20 2025,2025-11-23,2025-11-23,Air,48.74,Vehicle Breakdown
SHIP-000618,ORD-001483,usps,WH-14,2025-11-13,Nov 14 2025,14-Nov-2025,Ground,32.16,
SHIP-000619,ORD-000123,U.P.S.,WH-15,2026-03-02,05-Mar-2026,02-Mar-2026,Ground,33.2,Weather Disruption
SHIP-000620,ORD-000685,U.S.P.S.,wh-11,Mar 03 2025,Mar 03 2025,2025-03-03,Ground,25.15,Vehicle Breakdown
SHIP-000621,ORD-000511,aramex,WH-06,2026/01/28,2026-02-01,31-Jan-2026,Express,52.11,
SHIP-000622,ORD-000281,ups,WH-26,2025-12-06,10-Dec-2025,2025-12-10,Air,55.86,Labor Shortage
SHIP-000623,ORD-001626,U.P.S.,wh02,2025-11-06,Nov 09 2025,2025-11-14,Air,48.5,Incorrect Address
SHIP-000624,ORD-001284,BlueDart,WH-52,18-Nov-2025,2025-11-21,2025-11-22,Ground,18.31,Weather Disruption
SHIP-000625,ORD-001371,ups,WH-54,2025-07-17,2025-07-21,22-Jul-2025,Ground,17.56,Customs Clearance Delay
SHIP-000626,ORD-000880,dhl,wh38,2025/05/30,2025/05/30,31-May-2025,Express,55.53,Customs Clearance Delay
SHIP-000627,ORD-000519,U.P.S.,WH-45,2026-05-06,2026/05/05,May 07 2026,Air,39.38,Labor Shortage
SHIP-000628,ORD-001351,Aramex,WH-14,2025/06/23,2025-06-24,2025-06-24,Ground,21.63,Incorrect Address
SHIP-000629,ORD-001390,UPS,wh35,17-Mar-2025,20-Mar-2025,24-Mar-2025,Air,56.57,Port Congestion
SHIP-000630,ORD-000068,XPO Logistics,wh-27,Feb 02 2025,Feb 06 2025,04-Feb-2025,Ground,34.49,
SHIP-000631,ORD-001347,FedEx,WH-39,2025-06-11,Jun 13 2025,Jun 11 2025,Air,56.57,Documentation Error
SHIP-000632,ORD-000569,XPO,Warehouse 19,2025/12/24,28-Dec-2025,2025-12-26,Ground,24.66,
SHIP-000633,ORD-001372,DHL Express,WH-18,26-May-2025,2025/05/27,27-May-2025,Express,51.01,
SHIP-000634,ORD-001516,Blue Dart,wh54,07-Jun-2025,2025/06/10,2025/06/08,Ground,33.67,Carrier Capacity Shortage
SHIP-000635,ORD-001325,U.P.S.,WH-26,2025-08-24,2025-08-26,2025-08-26,Ground,25.62,
SHIP-000636,ORD-000877,dhl express,WH-38,Jul 20 2025,Jul 24 2025,2025/07/25,Air,42.2,Weather Disruption
SHIP-000637,ORD-000473,DHL Express,WH-21,2026-02-25,Feb 28 2026,2026-03-03,Air,49.02,Carrier Capacity Shortage
SHIP-000638,ORD-001787,DHL,WH-60,Jan 23 2026,2026/01/27,Jan 24 2026,Air,55.97,
SHIP-000639,ORD-000512,XPO Logistics,WH-37,07-Jun-2025,10-Jun-2025,2025/06/10,Ground,16.21,Labor Shortage
SHIP-000640,ORD-000916,Blue Dart,WH-20,20-Mar-2026,2026/03/27,2026/03/25,Air,47.48,Documentation Error
SHIP-000641,ORD-000759,DHL,WH-40,2026-04-07,13-Apr-2026,2026-04-14,Air,59.88,Incorrect Address
SHIP-000642,ORD-001296,maersk,WH-23,2025/05/12,2025/05/15,,Ocean,19.62,Customs Clearance Delay
SHIP-000643,ORD-000319,maersk,WH-59,Aug 01 2025,2025-08-05,Aug 08 2025,Ocean,13.99,Supplier Stock Shortage
SHIP-000644,ORD-001583,ups,wh39,2025-09-10,2025/09/14,14-Sep-2025,Ground,30.85,
SHIP-000645,ORD-001409,DHL,WH-40,2025/09/08,2025-09-11,12-Sep-2025,Express,59.34,Vehicle Breakdown
SHIP-000646,ORD-000582,dhl,WH-56,2025/05/11,2025/05/11,,Express,56.62,Labor Shortage
SHIP-000647,ORD-000133,U.P.S.,WH-59,2025/07/30,2025-07-31,2025-07-30,Ground,19.11,
SHIP-000648,ORD-000706,,wh-44,2026-01-13,2026/01/15,2026-01-20,Ground,26.56,Customs Clearance Delay
SHIP-000649,ORD-000672,Aramex,WH-38,Aug 17 2025,22-Aug-2025,Aug 27 2025,Ground,29.12,Supplier Stock Shortage
SHIP-000650,ORD-001793,DHL Express,WH-37,Dec 05 2025,2025/12/09,09-Dec-2025,Air,42.18,
SHIP-000651,ORD-000369,BlueDart,Warehouse 35,07-Jan-2025,2025/01/10,10-Jan-2025,Air,50.27,Labor Shortage
SHIP-000652,ORD-001260,FEDEX,WH-17,2025/07/30,02-Aug-2025,2025-08-02,Express,53.95,
SHIP-000653,ORD-000126,U.S.P.S.,WH-55,May 29 2025,Jun 05 2025,03-Jun-2025,Ground,17.1,Incorrect Address
SHIP-000654,ORD-000716,ups,Warehouse 36,09-Nov-2025,2025/11/13,Nov 14 2025,Air,47.22,Warehouse Processing Backlog
SHIP-000655,ORD-000893,BlueDart,wh56,May 10 2025,2025-05-17,2025-05-16,Ground,22.04,
SHIP-000656,ORD-000257,fedex,WH-12,Jan 02 2025,08-Jan-2025,Jan 08 2025,Express,54.81,
SHIP-000657,ORD-001807,usps,WH-39,2025-09-25,Sep 26 2025,25-Sep-2025,Ground,21.41,
SHIP-000658,ORD-001702,bluedart,WH-07,Jan 06 2025,2025-01-10,2025-01-09,Ground,17.54,
SHIP-000659,ORD-000290,usps,WH-42,20-Aug-2025,23-Aug-2025,2025-08-31,Ground,35.21,Customs Clearance Delay
SHIP-000660,ORD-000082,aramex,WH-40,2025-11-05,2025-11-06,2025-11-08,Ground,49.85,Customs Clearance Delay
SHIP-000661,ORD-000054,BlueDart,WH-44,Apr 06 2026,Apr 14 2026,,Air,46.22,Supplier Stock Shortage
SHIP-000662,ORD-000899,FedEx,WH-33,2025/12/13,Dec 16 2025,2025-12-15,Air,48.52,Customs Clearance Delay
SHIP-000663,ORD-000558,Fed Ex,wh47,2025-02-07,12-Feb-2025,2025-02-12,Air,73.39,Port Congestion
SHIP-000664,ORD-000041,maersk,WH-56,2026-04-29,2026/04/28,2026-04-30,Ocean,14.04,
SHIP-000665,ORD-001043,U.P.S.,WH-49,14-Feb-2026,Feb 19 2026,17-Feb-2026,Air,45.13,
